nombre,edad,ciudad,numero_telefono,tipo_identificacion,numero_identificacion
Salomé Cases Lasa,80,Pereira,+34 881 781 691,CE,1574605305
Jacinta Mate,40,Bogotá,+34 824 273 255,CC,4211584203
Guiomar del Murcia,25,Santa Marta,+34987 42 60 74,CE,1328995493
Consuelo Martínez Narváez,42,Bogotá,+34747 65 92 02,CE,916640525
Domitila Valenciano Noriega,34,Cúcuta,+34945 675 088,TI,3898150140
Fátima Mateos Bartolomé,77,Montería,+34987 28 57 45,CC,6043258174
Emiliana Barranco,27,Cartagena,+34 961 193 380,TI,7863201291
Yago Calderon Oliver,79,Cúcuta,+34 822259151,CE,4227236714
Bonifacio Piquer Gárate,31,Manizales,+34822418094,TI,5976645616
Jose Antonio Dávila Pedrosa,76,Cartagena,+34875 006 899,CE,7206565807
Rogelio Camacho Maestre,53,Pasto,+34 877 477 229,TI,5962759645
Lola Comas-Sala,21,Montería,+34807344993,CE,4291317763
Américo Toro Barriga,29,Pereira,+34 942 311 153,TI,8753621928
Prudencio de Torrent,62,Ibagué,+34 941 222 703,CE,3511030293
Édgar Pellicer Navas,32,Pereira,+34842 16 36 11,CC,151405255
Abril Ramis Jimenez,34,Cartagena,+34 826182558,CE,25024347
Mohamed Rocamora Marin,71,Pereira,+34828 991 315,CE,9992307415
Domitila Busquets Marquez,37,Cúcuta,+34922 540 003,CC,8860470411
Ileana Barceló Sáenz,80,Barranquilla,+34 726935851,TI,4977969581
Gabino Prieto Portillo,62,Montería,+34 878 672 037,CC,547987946
Agustina del Vega,76,Villavicencio,+34981 93 29 66,CE,1779370086
Aroa Batlle Sabater,80,Neiva,+34945014044,TI,4809685364
José María Jurado Sosa,51,Pereira,+34 925 43 91 27,CE,1744563764
Luisina Isidora Mata Vicens,58,Pasto,+34806246014,CC,1809745546
Fulgencio Montserrat Gabaldón,59,Pasto,+34 873766330,CE,1481563366
Serafina Sosa-Martínez,79,Pereira,+34980 45 73 02,CC,5308170535
Rocío Rubio Canales,38,Santa Marta,+34844906274,CE,6370651113
Pablo Mauricio Narváez Expósito,63,Cúcuta,+34945 22 09 48,CE,5923154736
África Porta Murcia,47,Ibagué,+34945207781,CE,7100520317
Gabino Nadal Moliner,57,Cartagena,+34 883963542,CC,8928252919
Glauco del Escamilla,58,Pasto,+34 825 47 39 50,CC,6157585399
Valentín Gálvez Salamanca,21,Pereira,+34859 00 98 79,TI,3593216781
Custodio Quesada-Marco,78,Ibagué,+34 944736924,TI,3072980664
Maximiano de Juárez,37,Bogotá,+34988281619,CE,5637747319
Aitana Franch Rozas,58,Cartagena,+34987683658,CC,5759435607
Guadalupe Cervantes Landa,72,Montería,+34972959468,CE,8650355339
Juan Antonio Hernández Canales,38,Pereira,+34974615350,CC,4707282813
Adelia Nerea Serna Almeida,28,Pasto,+34 884 496 671,CC,1501278004
Edelmiro Coll Seco,67,Cartagena,+34 879 22 09 07,TI,3428545068
Raquel del Salvà,40,Medellín,+34945 346 514,CC,223972342
Celia Cáceres Uriarte,78,Neiva,+34849 704 325,CE,2643500438
Norberto Silva Giralt,63,Cali,+34 943 089 544,TI,9639421100
Maricruz Pintor Goicoechea,68,Pereira,+34 732 04 41 45,TI,6906239750
Odalis Delgado Mancebo,74,Montería,+34 882 76 16 22,CE,6059613191
Juan Carlos Estévez Mora,51,Villavicencio,+34948330184,CC,5584072176
Mayte Aroca Espinosa,36,Manizales,+34921 440 136,CC,7678707485
Ale Jiménez Cabañas,67,Barranquilla,+34872 606 268,TI,6620535316
Loreto Bilbao Anguita,80,Bogotá,+34984 33 91 12,CE,1305594722
Javier Lucas Moraleda,35,Montería,+34 923149066,TI,979573702
Eufemia Manuel Jove,51,Manizales,+34978 014 849,CC,1049641679
Guiomar Palomino,74,Neiva,+34 841 85 50 23,CC,9605112133
Jose Carlos Vergara Gonzalo,68,Pereira,+34 925 474 629,TI,7794963351
Pánfilo Fonseca Real,56,Barranquilla,+34 828 33 31 45,CC,4348849932
Lupe Flores Barreda,26,Villavicencio,+34926 556 413,CC,9367625402
Zacarías Domínguez,65,Pereira,+34 986 826 456,CC,2751405735
Germán Bernad Olivera,75,Santa Marta,+34983631968,TI,1625795664
Eduardo Edu Landa Roldán,46,Pereira,+34 884 616 576,CC,8551543303
Iker Arroyo Sancho,48,Santa Marta,+34 885 449 005,CE,8065149986
Celia Lumbreras Mariño,28,Manizales,+34822 899 220,TI,5822549906
Cesar Fábregas Morales,35,Bucaramanga,+34 846684430,CE,3287805994
Laura Leal,71,Neiva,+34 971 86 84 99,CC,956986771
Nydia Herminia Mariscal Garzón,40,Medellín,+34851606695,TI,901162913
Corona Modesta Mosquera Acedo,65,Ibagué,+34 879 918 937,CC,2864647086
Nuria del Alemany,79,Bucaramanga,+34979 274 784,CE,7745484911
Irene Oliveras,70,Cali,+34876 98 19 19,TI,2944735148
Asunción Garrido Benavides,50,Pereira,+34 985 829 453,TI,7817733243
Rosa María Noriega Ferrández,53,Medellín,+34 910 45 70 46,CC,1198544087
Eugenia Aura Linares Olivares,43,Cali,+34986 476 732,CC,1818457599
Juan Luis Rosado Aguilar,30,Montería,+34843314721,CE,6968951261
Valentina Julián,65,Santa Marta,+34 730559944,TI,9668856584
Rico Boada Cabezas,70,Bucaramanga,+34982 77 80 60,CE,6058715869
Vidal Benet-Verdejo,24,Bogotá,+34 719431394,CE,2843039382
Isidoro de Priego,59,Medellín,+34887 58 13 25,CE,8866652029
Lino Josué Cruz Torrents,57,Cúcuta,+34986 467 567,TI,9574672809
Coral Bermudez Nogueira,28,Montería,+34 882969887,CC,5676896754
Marisa Clavero Iglesia,66,Manizales,+34960 29 30 64,CC,781687195
Haydée Matilde Vila Sainz,59,Barranquilla,+34880 338 481,CE,2338986738
Julio Mesa Huguet,72,Bucaramanga,+34 967256679,CE,5245184906
Abigaíl Castelló Cobo,35,Neiva,+34827 86 04 21,CE,5952687666
Yéssica Galán Jaén,26,Bucaramanga,+34832405517,CE,9111453789
Juan Pablo del Tormo,43,Cartagena,+34 980655819,CC,5875379523
Sara Amalia Marti Lucas,45,Santa Marta,+34843 250 534,CE,1300522183
Marcio Quirós-Mascaró,75,Cali,+34 971841620,TI,48924024
Adalberto Pinilla,33,Montería,+34 885 29 94 17,CC,6293121377
Angelino Santiago,57,Ibagué,+34806 172 232,CE,9387849014
Jose Ramón Escribano Chaparro,76,Neiva,+34 844 464 494,TI,8493772150
Úrsula Lucas Carballo,59,Montería,+34976832649,CC,4934057033
Nando Criado Jiménez,28,Manizales,+34 873 26 15 33,TI,3656164838
Leonel Vito Artigas Alcaraz,56,Montería,+34 711 812 442,TI,7714051335
Araceli Jimenez,30,Cali,+34 807 360 705,CE,4567049968
Rufino Mendizábal Jaume,58,Bucaramanga,+34943 456 710,CC,5085879788
Jenaro Cárdenas Bustos,44,Santa Marta,+34 735280089,CC,2646106976
Silvio Fábregas Coca,68,Pasto,+34 806 92 03 31,CC,1510869610
Emiliana de Alberola,22,Pereira,+34 874896563,CE,5445462878
Aitana Luque,32,Santa Marta,+34847 136 112,CC,6457317142
Samuel Peiró Portillo,70,Manizales,+34 973 97 42 15,CC,9898364991
Artemio Godofredo Villalonga Rico,28,Barranquilla,+34 868 28 93 50,TI,5830029609
Mirta Cardona Sainz,57,Pasto,+34636 613 386,CE,2582752507
Francisco Ojeda Miguel,66,Montería,+34 982 514 611,CC,3695438148
Bautista Cobo Julián,24,Medellín,+34955586499,TI,4210133839
Renato Arroyo,31,Bucaramanga,+34838 219 719,TI,9877331469
Emperatriz Miguel Vicens,74,Villavicencio,+34 988849187,TI,5489038036
Juan Antonio Mendizábal Buendía,48,Bogotá,+34 885760629,CE,1481159141
Florencia del Terrón,73,Cali,+34 925 30 20 10,CC,9652141328
Irene del Olivé,53,Medellín,+34 873 413 691,CE,9871661806
Felisa Chaparro Lucena,40,Cúcuta,+34867 06 74 39,TI,4693652578
Trinidad Cornejo,74,Santa Marta,+34945 705 931,TI,7242820482
Eliseo Garcia-Solana,29,Barranquilla,+34 976 01 58 32,CE,3104123127
Quirino Llano-Perea,33,Manizales,+34 803 490 421,TI,1099787833
Marina Carretero Vera,25,Cartagena,+34 844761817,CE,3180132459
Reyes Rubio-Melero,39,Medellín,+34807 427 905,TI,4178392720
Amor Casals,42,Manizales,+34 714 96 79 16,TI,6400095124
Carmelo Cañas Bárcena,41,Barranquilla,+34 807 27 54 15,CC,9025434122
Poncio Dominguez,25,Cali,+34845 78 48 01,CE,3068058061
Fidela del Llorente,44,Pasto,+34872 589 041,CC,2465201850
Alicia Salinas Azcona,40,Bogotá,+34949789260,TI,8604642885
Pancho Guerra Zorrilla,57,Barranquilla,+34 875971120,CE,4410351183
Rosendo Escribano Rey,48,Cartagena,+34976 18 53 17,CC,3185287718
Ana Pagès Roda,67,Medellín,+34726032369,TI,5891909550
Ofelia Vergara Campillo,31,Cali,+34 944 73 50 21,CE,5896699113
Wálter Jara Badía,59,Ibagué,+34924 57 24 89,TI,903902984
Buenaventura del Falcó,46,Barranquilla,+34 986218114,TI,6447589142
Paulino de Verdugo,26,Cartagena,+34847 58 05 75,CE,7534559751
Rafaela Coca Cuervo,75,Barranquilla,+34938906498,TI,4669012404
Natanael Asensio Zapata,53,Neiva,+34 845 25 13 28,CC,6414014764
Asdrubal Félix Beltrán Martin,51,Cali,+34826 54 30 20,TI,9225694397
Crescencia Balaguer Antón,51,Bogotá,+34976 268 679,CE,2871725535
Casemiro Samuel Tudela Juan,23,Pasto,+34 842 11 06 06,TI,633247336
Fidela Arcos Pintor,18,Pasto,+34 846 24 71 42,CE,3211130567
Cristian Gomez-Garay,42,Neiva,+34873196927,CE,5604883996
Toni Barceló Vilar,38,Bogotá,+34871 838 563,CE,827328849
Amor Vilalta-Frutos,41,Bucaramanga,+34 926 979 484,TI,8653125161
Loreto Samper Pavón,23,Pereira,+34 947 70 97 45,CC,6212281773
Juan José Sanz,75,Villavicencio,+34 816 141 433,CC,7551745832
Francisco Jose Olmo-Dueñas,50,Barranquilla,+34 927 13 87 16,CC,360132506
Amado Acuña,55,Barranquilla,+34822132144,CE,6222427487
Juan Luis Barón Palomar,79,Manizales,+34 824 48 81 04,TI,25848563
Ovidio Fabra Lorenzo,29,Cartagena,+34 941 685 046,TI,1660487106
María Cortes-Seguí,40,Manizales,+34923046074,CE,7164084501
Gustavo Ferreras Esteban,50,Bucaramanga,+34930 988 220,TI,6071228558
Alma Alcázar Moraleda,60,Villavicencio,+34820 40 93 02,TI,4370757565
Olga Pla Borrego,19,Montería,+34968 485 497,TI,3310258541
Anna Aliaga,69,Ibagué,+34 872 335 427,CC,1891317682
Rufino Segarra Espejo,25,Manizales,+34721 143 285,CC,6403061941
Roxana Daza Baños,21,Medellín,+34 986753866,TI,7270572605
Maximiliano Almagro,60,Bucaramanga,+34 973 61 14 58,CC,3768600588
Carina Tolosa Torre,51,Barranquilla,+34 945 28 48 11,TI,9858047218
Evaristo Gimeno Solano,25,Manizales,+34823 72 53 81,CE,9380330647
Sarita Grau Barroso,65,Santa Marta,+34871 238 790,CC,3778196154
Albert Maestre Sanmartín,40,Ibagué,+34948 59 11 33,CE,8384836935
Camilo Yáñez-Mendizábal,33,Cúcuta,+34 841 800 479,CE,9064393596
Esperanza Jimenez,23,Pasto,+34882 92 56 36,CC,4627809105
Clotilde Manuel Pla,60,Cúcuta,+34 947313350,CE,752302703
Seve Alba Guitart,29,Ibagué,+34 974131106,CC,971203876
Eva Bou Múñiz,80,Bucaramanga,+34882 51 31 08,CC,5488879092
Celia Manzanares-Calzada,74,Ibagué,+34 944486164,CE,820484356
Asunción Tomé Tur,76,Medellín,+34880 48 47 89,TI,3980914800
Anselmo Espejo,79,Medellín,+34978 21 62 03,CC,3348655405
Samanta Morell Trujillo,67,Manizales,+34 977 113 702,CE,2299480775
Angelina Larrañaga Bayo,68,Neiva,+34 820 785 106,CE,9455898261
Gonzalo Ferrer Jaén,27,Neiva,+34 963 81 48 08,CE,2973902523
Evaristo Noguera-Villalonga,49,Cartagena,+34 971 474 437,CE,827542134
Geraldo Luis Nogués Viña,51,Bogotá,+34 971 94 94 17,CC,6265349653
Teófila Jove Baquero,49,Cali,+34 922809375,CC,2719527340
Cipriano Jordán Gárate,73,Montería,+34902 50 78 82,CE,8047806913
Azucena Durán Vidal,57,Medellín,+34873 81 46 72,CC,6406497381
Sergio Artemio Lledó Arias,52,Cali,+34 949 83 83 02,TI,9250657866
Marta Barceló,22,Cartagena,+34872824888,CE,4759562167
Paz Mayo Goicoechea,57,Bogotá,+34820011454,CC,1738400500
Amarilis del Márquez,46,Cúcuta,+34 981 97 02 99,CE,2907861496
Narcisa Estevez Peral,66,Montería,+34 842 565 697,TI,343814998
Yaiza Alsina Diez,51,Ibagué,+34825 94 27 22,CC,3948334522
Pelayo Villena Alcázar,29,Barranquilla,+34 948 267 901,TI,9787245414
Etelvina Villanueva-Alonso,35,Pasto,+34 839943611,CC,2334031970
Nazaret del Herrera,30,Santa Marta,+34 888126774,TI,400322276
Fátima Custodia Barrena Lorenzo,42,Pasto,+34 730373592,TI,4590018618
Paulina Feijoo Sabater,18,Bogotá,+34842 62 20 29,CC,5730579033
Hilario Barros Alcázar,19,Montería,+34874 249 905,CC,8449523563
Ulises Acedo,51,Cartagena,+34 984976939,CC,5192716504
Celestino Castrillo Sandoval,46,Neiva,+34807851886,CC,8403449089
Santiago Acevedo Vilalta,42,Medellín,+34822157674,CE,9149875811
Venceslás Contreras-Cuesta,20,Ibagué,+34881043516,TI,5538999196
Evelia Pedro López,50,Ibagué,+34713 766 111,TI,3228886948
Juan Pablo Adadia Escalona,79,Bogotá,+34 820 362 427,CE,8386527591
Belen Iriarte Agustín,43,Montería,+34 886 43 97 77,TI,8954918105
Vilma Gaya Crespi,66,Pasto,+34939 329 882,CE,4668214977
Luis Miguel Rodriguez Villalba,30,Santa Marta,+34720 92 60 95,TI,8799580339
Ámbar Cobos-Cal,25,Bogotá,+34 848 839 557,TI,7205434379
Leoncio Ezequiel Padilla Gaya,52,Villavicencio,+34 888 31 61 63,CE,6767913195
María Ángeles Blanes Español,23,Medellín,+34 846 634 998,CC,6604011409
Humberto Capdevila Gallardo,64,Pasto,+34 671 573 918,TI,805700871
Alondra Segovia,55,Medellín,+34 983 12 91 16,CE,6553091242
María Teresa Montoya Vila,42,Medellín,+34 973 334 556,CE,3297555900
Flavio Campoy Romeu,54,Manizales,+34826507359,CC,5813284433
Berta Guitart-Novoa,31,Neiva,+34 847769158,TI,786536728
Teresita Alcázar Bermejo,29,Santa Marta,+34 886 478 076,CE,5728501177
Leyre Revilla Simó,36,Santa Marta,+34979 699 659,CC,4517029217
Daniela Ordóñez Cifuentes,21,Montería,+34 656935392,TI,5675891710
Purificación Cárdenas Rosa,21,Ibagué,+34824 53 47 97,TI,5616818947
Áurea López Ayllón,52,Neiva,+34887968989,CE,8262481124
Julián Gerardo Báez Domínguez,55,Cúcuta,+34 866 025 515,CC,531864193
Ildefonso Cervera Mateu,38,Neiva,+34 974 58 61 62,CC,1931141885
Alejandro Cortés,72,Villavicencio,+34806021472,CE,6231038501
Tito Meléndez Pol,79,Neiva,+34 841 647 714,CE,5630250739
Coral de Iñiguez,32,Medellín,+34 820 04 62 27,TI,2510939322
Delia Herranz Vigil,19,Medellín,+34927 57 28 77,CC,3533669884
Hermenegildo Vara,57,Ibagué,+34901 954 866,CC,9292350648
Jacinto Agustín,76,Bucaramanga,+34976 75 23 67,TI,4494721827
Eva Font Carballo,59,Villavicencio,+34902 75 52 24,CE,4659953459
Iván Sans,32,Montería,+34 944 409 122,CC,4264865278
Mariano Tena Folch,42,Pasto,+34 888 946 668,TI,8735044053
Flora Villar Ortiz,29,Cali,+34825 621 037,CC,7459590264
Angelita Llamas Agustín,39,Bucaramanga,+34 827 241 851,TI,2210680365
María Mir Linares,46,Bucaramanga,+34865 82 00 56,CC,8684019018
Petrona Peláez Mir,36,Santa Marta,+34878609242,TI,6010931609
Olga Solana Mir,37,Manizales,+34841 979 483,CE,4146834508
Feliciano Cánovas-Espinosa,76,Medellín,+34 875 39 45 00,CE,1357984704
Eustaquio Mariano Beltran Contreras,24,Barranquilla,+34723894565,TI,5066735314
Mariana Chamorro Calvet,59,Pasto,+34 933 85 28 01,CE,3938153437
Ale Cabañas Salazar,53,Pasto,+34 901 586 056,TI,5723902922
Purificación Oliva Batalla,64,Manizales,+34873191786,CE,5722220447
Plácido del Gárate,39,Montería,+34 983672811,CE,2817199474
Filomena del Pedro,55,Bucaramanga,+34 879 020 296,CE,4225702109
Gil Beltrán,65,Barranquilla,+34881 696 666,CC,7491741089
Gastón Conde Pablo,37,Ibagué,+34 736285595,CC,4475858477
Eufemia Ayala Priego,30,Pasto,+34 879384237,TI,7242034821
Marco Valenzuela,64,Pasto,+34971042097,CE,2822648222
Amelia Bienvenida Serra Tirado,29,Villavicencio,+34807802708,TI,8694197496
Ricarda Cánovas,38,Cali,+34 952 742 275,CC,1572407375
Maura Iriarte Ferrando,67,Ibagué,+34877 67 42 18,TI,1218886088
Mariano Aller,75,Villavicencio,+34875561948,CE,2271082115
María Luisa Mateu Pedro,31,Bucaramanga,+34920 117 668,CC,7882544818
Telmo Manuel Doménech,31,Montería,+34828 32 78 64,CC,9349965385
Narciso Acedo Bauzà,51,Cartagena,+34 880552272,CE,6413037098
Adelina Carmona,68,Neiva,+34 884383005,CE,8760715337
Carlos Tolosa Manrique,33,Cali,+34 878 152 146,CC,1579392231
Calisto Manzano,35,Cúcuta,+34 986 91 61 38,CE,9491870109
Narcisa del Hernandez,20,Bogotá,+34 879 01 92 75,TI,9032922522
Albina Roman,18,Manizales,+34 806537664,CC,6340466926
Carmelita Flor,80,Bucaramanga,+34 925925699,TI,4418000423
Genoveva Malo Gras,60,Cali,+34 876 271 266,CC,132512809
Renato Peña Ortuño,73,Cúcuta,+34 843254041,CC,746214174
Gil Gutiérrez Alba,51,Montería,+34 941 81 52 53,TI,6332979835
Abel Guillermo Calderón Rebollo,26,Cúcuta,+34861 534 733,CC,3163419208
Jaime Calleja Ordóñez,42,Bogotá,+34 826 110 151,CC,2554299243
Godofredo Ferrera Cañellas,37,Manizales,+34878597548,TI,9046505709
Valeria Alcaraz,34,Bogotá,+34927077775,TI,2972241431
Roque España-Velázquez,68,Bogotá,+34803 251 654,CC,4194615335
Luz Lillo Robles,46,Villavicencio,+34921214654,CE,437429292
Dolores Lobato Manzanares,25,Neiva,+34 843 077 675,CC,7484047521
Albina de Iñiguez,46,Montería,+34 877 43 11 56,TI,4291254988
Natanael Gómez Checa,73,Cúcuta,+34707 141 074,CC,5215024221
Áurea Yuste Palacios,63,Medellín,+34 975711504,CE,3089376535
Carmelo Cerdán Ledesma,60,Cali,+34979903631,CE,6400446120
Josefa Quintero Bermejo,33,Medellín,+34 746325420,TI,5751677989
